"Name_submitted","refID_tax","source","link","lifeform","origin","group_renato","obs","uses","UTEndUseLookup","UTEndUseName","international","national","other","subsistence","internal_taxon_id"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","fibres",8,NA,"true","false",NA,"false","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","resins_gums",5,NA,"true","false",NA,"false","sp159"
"Anacardium occidentale",NA,"wikipedia","https://en.wikipedia.org/wiki/Anacardium_occidentale","tree","south_american","cultivated",NA,"food",1,NA,"false","false",NA,"true","sp159"
"Anacardium occidentale",NA,"wikipedia","https://en.wikipedia.org/wiki/Anacardium_occidentale","tree","south_american","cultivated",NA,"essential_oils",6,NA,"false","false",NA,"false","sp159"
"Anacardium occidentale",NA,"Mark, J., Newton, A.C, Oldfield, S. & Rivers, M. (2014). The International Timber Trade: A Working List of Commercial Timber Tree Species.  Botanic Gardens Conservation International, Richmond, UK. 56p.","https://www.bgci.org/resources/bgci-tools-and-resources/a-working-list-of-commercial-timber-tree-species/","tree",NA,NA,"list provided by GTA. Note: I haven’t updated it for taxonomy so there might be some issues","timber",9,NA,"true","false",NA,"false","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","poison",4,NA,"true","false",NA,"false","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","timber",9,NA,"true","false",NA,"false","sp159"
"Anacardium occidentale",NA,"wikipedia","https://en.wikipedia.org/wiki/Anacardium_occidentale","tree","south_american","cultivated",NA,"alcohol",1,NA,"false","false",NA,"true","sp159"
"Anacardium occidentale",NA,"Vieira, R.F.; Camillo, J.; Coradin, L. (Eds.) 2016. Espécies nativas da flora brasileira de valor econômico atual ou potencial: Plantas para o Futuro: Região Centro-Oeste / Ministério do Meio Ambiente: Brasília, DF. 1160 p.",NA,"tree","Brazil",NA,"food","food",1,NA,"false","true",NA,"true","sp159"
"Anacardium occidentale",NA,"Brazilian Woods database","http://sistemas.florestal.gov.br/madeirasdobrasil","tree","Brazil",NA,NA,"timber",9,NA,"false","true",NA,"false","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","medicinal",3,NA,"true","false",NA,"true","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","food",1,NA,"true","false",NA,"true","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","fuel",7,NA,"true","false",NA,"false","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","alcohol",1,NA,"true","false",NA,"true","sp159"
"Anacardium occidentale",NA,"Agroforestree database: This database It is intended to help field workers and researchers in selecting appropriate species for agroforestry systems and technologies. This project has been funded by the British Department for International Development (DFID, the European Union and the World Agroforestry Centre (ICRAF).","http://old.worldagroforestry.org/treedb","tree","native from Brazil",NA,"Poison: One of the components of the bark gum acts as a vesicant and has insect repellent properties. | Medicine: Cashew syrup is a good remedy for coughs and colds. Cashew apple juice is said to be effective for the treatment of syphilis. Root infusion is an excellent purgative. Old cashew liquor in small doses cures stomach-ache. The oil obtained from the shell by maceration in spirit is applied to cure cracks on the sole of the feet, common in villagers. Cashew apple is anti-scorbutic, astringent and diuretic, and is used for cholera and kidney troubles. Bark is astringent, counterirritant, rubefacient, vesicant, and used for ulcer. Cashew nut shell oil is anti-hypertensive and purgative; it is used for blood sugar problems, kidney troubles, cholera, cracks on soles of feet, hookworms, corns and warts. The kernel is a demulcent, an emollient and is used for diarrhoea. Buds and young leaves are used for skin diseases. The resinous juice of seeds is used for mental derangement, heart palpitation, rheumatism; it was used to cure the loss of memory that was a sequel to smallpox. | Alcohol: In Brazil, Mozambique and Indonesia cashew wine (slightly fermented juice) is enjoyed at harvest time and can be distilled to produce strong alcoholic drinks. In Goa, India, fermenting the juice makes a type of brandy called ?fenni?. In Tanzania | Gum or resin: The bark contains an acrid sap of thick brown resin, which becomes black on exposure to air. This is used as indelible ink in marking and printing linens and cottons. The resin is also used as a varnish, a preservative for fishnets and a fl | Fibre: Pulp from the wood is used to fabricate corrugated and hardboard boxes. | Timber: The wood of A. occidentale (?white mahogany? in Latin America) is fairly hard with a density of 500 kg/cm. It finds useful applications in wheel hubs, yoke, fishing boats, furniture, false ceilings and interior decoration. Boxes made from the wood are collapsible but are strong enough to compete with conventional wooden packing cases. | Lipids: An oil, cashew nut shell liquid, is produced in the large cells of the pericarp; it has industrial applications and is used as a preservative to treat, for instance, wooden structures and fishing nets. It is also in good demand for paints, synthetic resins, laminated products, brake linings and clutch facings. | The wood is popular for firewood and charcoal. The residue of the shell is often used as fuel in cashew nut shell liquid extraction plants. | Because of its extreme tolerance of external conditions, it has been planted in poor soils to check erosion. | A. occidentale is cultivated for its nuts. Botanically, the nut is the fruit; the cashew apple is the swollen, fleshy fruit stalk. The seeds kernels are extracted by shelling the roasted nuts. In production areas, cashew serves as food. Elsewhere it forms a delicacy. The kernels are nutritious, containing fats, proteins, carbohydrates, vitamins and minerals. In Brazil, Mozambique and Indonesia, the cashew apple is also important; it is eaten fresh or mixed in fruit salads, and a drink is prepared from the juice; sweets and jams can also be prepared from it. Young shoots and leaves are eaten fresh or cooked. | Fodder: The cake remaining after oil has been extracted from the kernel serves as animal food. Seed coats are used as poultry feed.","lipids",1,NA,"true","false",NA,"true","sp159"
