familia,nome cient­fico,autor,categoria,crit?rio,avaliador,revisor,justificativa,data da avaliacao,link,bioma
ASTERACEAE,Richterago elegans,Roque,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com EOO de 1.502,50 Kmì e sujeita a seis situa?„es de amea?a. Ocorre em unidade de conserva‡Æo (SNUC), por?m, tanto a ÿrea protegida como aquelas n’o protegidas, sofrem com extra‡Æo vegetal, expans’o urbana , turismo descontrolado e queimadas, que acarretam o decl¡nio continuado de EOO, AOO e qualidade do habitat.",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20elegans,Cerrado
ASTERACEAE,Richterago hatschbachii,(Zardini) Roque,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com EOO de 463,77 Kmì e sujeita a duas situa?„es de amea?a.  endˆmica do munic¡pio de Santana do Riacho (MG) e ocorre em unidade de conserva‡Æo (SNUC). O œltimo registro da esp‚cie data de 15 anos atrÿs. Na regi’o da Serra do Cip½ vem ocorrendo eros’o, turismo descontrolado e atividades agropastoris, que causam o decl¡nio continuado da EOO, AOO e qualidade do habitat.",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20hatschbachii,Cerrado
ASTERACEAE,Richterago lanata,Roque,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie endˆmica do Brasil com ocorr?ncia restrita aos Campos Rupestres da Serra do Cip½, no Estado de Minas Gerais (AOO=12 kmì) e sujeita a duas situa?„es de amea?a. A œltima coleta foi realizada hÿ 14 anos, sendo a regi’o de ocorr?ncia alvo de eros’o e inc?ndios, causando decl¡nio continuado da EOO, AOO e qualidade do habitat. Ocorre em unidade de conserva‡Æo (SNUC).",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20lanata,Cerrado
ASTERACEAE,Richterago petiolata,Roque & J.N.Nakaj.,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Luiz Antonio Ferreira dos Santos Filho,Miguel d'Avila de Moraes,"esp‚cie com EOO de 188,06 Kmì, AOO de 16 Kmì e sujeita a cinco situa?„es de amea?a. Apesar de ocorrer em unidade de conserva‡Æo (SNUC), a esp‚cie estÿ sujeita ? press’o do turismo e ? alta frequ?ncia de inc?ndios na esta‡Æo seca nessas ÿreas. Essas amea?as causam o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20petiolata,Cerrado
ASTERACEAE,Richterago polyphylla,(Baker) Ferreyra,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Luiz Antonio Ferreira dos Santos Filho,Miguel d'Avila de Moraes,"esp‚cie com EOO de 384,94 Kmì, AOO de 20 Kmì, estÿ sujeita a cinco situa?„es de amea?a e ocorre em unidade de conserva‡Æo (SNUC). Na regi’o de distribui‡Æo da esp‚cie s’o observados extra‡Æo mineral,  atividade agropastoril, turismo predat½rio e inc?ndios, que causam o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20polyphylla,Cerrado
ASTERACEAE,Richterago riparia,Roque,VU,"B2ab(i,ii,iii,v)",Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com AOO de 36 Kmì e sujeita a sete situa?„es de amea?a. Distribui-se em ÿreas que sofrem com atividades agr¡colas e agropastoris e inc?ndios, que deterioram a vegeta‡Æo, causando o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20riparia,Cerrado
ASTERACEAE,Richterago stenophylla,(Cabrera) Roque,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Luiz Antonio Ferreira dos Santos Filho,Miguel d'Avila de Moraes,"esp‚cie com AOO de 12 Kmì e sujeita a tr?s situa?„es de amea?a, ocorrendo somente em unidade de conserva‡Æo (SNUC). A ÿrea da unidade de conserva‡Æo sofre com turismo excessivo e alta frequ?ncia de inc?ndios, que causam o decl¡nio continuado na EOO, AOO e qualidade do habitat.",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20stenophylla,Cerrado
ASTERACEAE,Richterago suffrutescens,(Cabrera) Roque,CR,"B2ab(i,ii,iii)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie coletada em 1936 e conhecida somente pela literatura. esp‚cie com AOO de 4 kmì, sujeita a apenas uma situa‡Æo de amea?a. A ÿrea de ocorr?ncia da esp‚cie, apesar de ter ilhas de vegeta‡Æo nativa, sofre com a agricultura, que causa o decl¡nio continuado da EOO, AOO e qualidade do habitat. Recomenda-se um esfor?o de coleta pontual para a esp‚cie.",04/02/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Richterago%20suffrutescens,Cerrado
ASTERACEAE,Schlechtendalia luzulifolia,Less.,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Tainan Messina,Miguel d'Avila de Moraes,"esp‚cie com EOO de 589,23 kmì, AOO de 8 kmì e sujeita a duas situa?„es de amea?a. O bioma Pampa, que ocupa a maior parte do Rio Grande do Sul, jÿ perdeu quase 54% da vegeta‡Æo original. Dados recentes de desmatamento do bioma, divulgados pelo Minist?rio do Meio Ambiente, mostram que, entre 2002 e 2008, 2.183 kmì de cobertura nativa foram derrubados, resultando em decl¡nio continuado de EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Schlechtendalia%20luzulifolia,Pampa (Campos Sulinos)
ASTERACEAE,Senecio adamantinus,Bong.,LC,,Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com larga distribui‡Æo nas regi„es Sul, Sudeste e Centro-Oeste, com ocorr?ncia em unidades de conserva‡Æo (SNUC).",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20adamantinus,Cerrado|AtlanticForest
ASTERACEAE,Senecio almasensis,Mattf.,CR,"B2ab(i,ii,iii)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"A esp‚cie n’o ? endˆmica do Brasil. Em territ½rio nacional, ocorre na Chapada Diamantina, no Estado da Bahia. Tem distribui‡Æo restrita (AOO= 4 kmì). A localidade de coleta foi considerada como uma situa‡Æo de amea?a. ærea de ocorr?ncia comprometida por atividades agropastoris, inc?ndios e extra‡Æo ilegal de madeira, que causam o decl¡nio continuado da EOO, AOO e qualidade do habitat. Apresenta um œnico registro de ocorr?ncia realizado 30 anos atrÿs.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20almasensis,Caatinga
ASTERACEAE,Senecio caparaoensis,Cabrera,EN,"B1ab(i,ii)+2ab(i,ii)",Tainan Messina,Miguel d'Avila de Moraes,"A esp‚cie n’o ? endˆmica do Brasil. Em territ½rio nacional, tem distribui‡Æo restrita (EOO=337,04 kmì, AOO=8 kmì) e ocorre apenas na Serra do Capara½, no Estado de Minas Gerais e, possivelmente, na localidade conhecida como Bom Retiro, no Estado de Santa Catarina. Cada uma das duas localidades foi interpretada como situa?„es de amea?a distinta. Ocorre em unidade de conserva‡Æo (SNUC), pr½ximo ao Pico da Bandeira, por?m a ÿrea tem intensa visita‡Æo tur¡stica, que compromete as escassas subpopula?„es locais. A a‡Æo antr½pica resulta em decl¡nio continuado de EOO e AOO.",05/11/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20caparaoensis,AtlanticForest
ASTERACEAE,Senecio crassiflorus,(Poir.) DC.,NT,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie distribu¡da na costa atlŸntica dos Estados de Santa Catarina e Rio Grande do Sul. esp‚cie t¡pica de restinga, ambiente alvo de ocupa‡Æo humana.  Devido a sua distribui‡Æo restrita (EOO=25.011,18 kmì) torna-se muito vulnerÿvel a incid?ncia de amea?as futuras. Ocorre em unidade de conserva‡Æo (SNUC), mas estÿ sujeita a decl¡nio cont¡nuo da qualidade de habitat.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20crassiflorus,AtlanticForest
ASTERACEAE,Senecio gertii,Zardini,EN,B2ab(iii),Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie endˆmica do Brasil com distribui‡Æo restrita (EOO=32,99 kmì, AOO=20 Kmì) ? Serra de Gr’o Mogol, no Estado de Minas Gerais. Foram consideradas duas situa?„es de ame?a distintas, segundo a presen?a e aus?ncia da esp‚cie em ÿreas protegidas. Ocorre em unidade de conserva‡Æo (SNUC), mas a ÿrea sofre com extra‡Æo mineral e vegetal, que causam o decl¡nio continuado da EOO, AOO e qualidade do habitat.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20gertii,Caatinga|Cerrado
ASTERACEAE,Senecio graciellae,Cabrera,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie n’o endˆmica do Brasil, com distribui‡Æo restrita ao Estado do Esp¡rito Santo (EOO=1.605,53 kmì, AOO=20 kmì), sujeita a menos de cinco situa?„es de amea?a. A esp‚cie ocorre em unidade de conserva‡Æo (SNUC), por?m o Estado do Esp¡rito Santo sofre com a alta frequ?ncia de inc?ndios, extrativismo e agricultura nas regi„es altas. Todo esse processo resulta em decl¡nio continuado da EOO, AOO e qualidade do habitat.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20graciellae,AtlanticForest
ASTERACEAE,Senecio hatschbachii,Cabrera,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com EOO de 533,80 Kmì, AOO de 8 Kmì e sujeita a duas situa?„es de amea?a. Ocorre em unidade de conserva‡Æo (SNUC), por?m, a regi’o da Serra do Espinha?o sofre com minera‡Æo, expans’o urbana, turismo e agropecuÿria, que geram decl¡nio continuado da AOO, EOO e qualidade do habitat.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20hatschbachii,Cerrado
ASTERACEAE,Senecio heteroschizus,Baker,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"A esp‚cie apresenta EOO de 505,83 kmì e estÿ sujeita a duas situa?„es de amea?as distintas. Devido ?s diversas atividades antr½picas, a vegeta‡Æo se encontra em diferentes estÿgios de sucess’o. Esse ecossistema de Floresta Ombr½fila Mista estÿ amea?ado de extin‡Æo em consequ?ncia da explora‡Æo de madeira e pela substitui‡Æo de sua ÿrea de dom¡nio pela agricultura e pelos reflorestamentos de pinus e eucalipto, que causam o decl¡nio continuado da EOO, AOO e qualidade do habitat.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20heteroschizus,Pampa (Campos Sulinos)
ASTERACEAE,Senecio langei,Malme,VU,"B1ab(i,ii,iii,iv)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"A esp‚cie n’o ? endˆmica do Brasil, com distribui‡Æo restrita (EOO=12.089,37 kmì) aos Estados de S’o Paulo, Paranÿ e Santa Catarina. Todas as localidades de coleta foram consideradas situa?„es de amea?a, somando tr?s no total. A AOO da esp‚cie sofre com a explora‡Æo madeireira, queimadas, agricultura e ocupa‡Æo desordenada, que a tornam severamente fragmentada e causam, consequentemente, o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20langei,AtlanticForest
ASTERACEAE,Senecio pohlii,Sch.Bip. ex Baker,NT,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com EOO>20.000 kmì, AOO",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20pohlii,Cerrado|AtlanticForest
ASTERACEAE,Senecio promatensis,Matzenb.,CR,"B2ab(i,ii,iii,v)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie endˆmica do Brasil com distribui‡Æo restrita (AOO=8 kmì) aos Campos de Cima da Serra no munic¡pio de S’o Francisco de Paula, no Estado do Rio Grande do Sul. A esp‚cie ocorre em corpos d'ÿgua e em solos œmidos ? margem de turfeiras. A regi’o de ocorr?ncia da esp‚cie faz parte da Floresta Ombr½fila Mista, conhecidamente amea?ada pela extra‡Æo vegetal, queimadas, ocupa‡Æo irregular e agricultura, que causam o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20promatensis,Pampa (Campos Sulinos)
ASTERACEAE,Senecio ramboanus,Cabrera,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com EOO de 575,10 Kmì e sujeita a menos de cinco situa?„es de amea?a. Ocorre em ÿreas sob influ?ncia de atividades agropecuÿrias e extra‡Æo vegetal, que contribuem para o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20ramboanus,AtlanticForest
ASTERACEAE,Senecio riograndensis,Matzenb.,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com EOO de 428,38 Kmì e sujeita a menos de cinco situa?„es de amea?a. Hÿ dois registros na mesma localidade, que sofre com a a‡Æo antr½pica, tendo como consequ?ncia a altera‡Æo da vegeta‡Æo, causando decl¡nio continuado da AOO, EOO e qualidade do habitat.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Senecio%20riograndensis,Pampa (Campos Sulinos)
ASTERACEAE,Smallanthus araucariophilus,Mondin,CR,B2ab(iii),Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com AOO de 4 Kmì e sujeita a uma situa‡Æo de amea?a. Com um œnico registro, ocorre em ÿreas sob influ?ncia de atividades agr¡colas e silviculturais e esp‚cies invasoras. Sofre com o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros. Soma-se a essas informa?„es o fato da esp‚cie ter um curto per¡odo de flora‡Æo e frutifica‡Æo. Foi recentemente descrita, portanto, recomendam-se estudos populacionais.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Smallanthus%20araucariophilus,Pampa (Campos Sulinos)
ASTERACEAE,Smallanthus connatus,(Spreng.) H.Rob.,LC,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com EOO>5.000 kmì, AOO",4/27/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Smallanthus%20connatus,AtlanticForest|Pampa (Campos Sulinos)
ASTERACEAE,Smallanthus riograndensis,Mondin,EN,B1ab(iii),Tainan Messina,,"A esp‚cie ? endˆmica do Rio Grande do Sul, sujeita a menos de cinco situa?„es de amea?a, tendo EOO de 578,02 kmì. A ÿrea de ocorr?ncia da esp‚cie sofre com a introdu‡Æo de esp‚cies ex½ticas como o eucalipto e pinus, al?m do decl¡nio da qualidade do habitat decorrente do desmatamento hist½rico da regi’o.",11/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Smallanthus%20riograndensis,AtlanticForest
ASTERACEAE,Stenachaenium macrocephalum,Benth. ex Benth. & Hook.f.,CR,"B2ab(i,ii,iii,v)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com AOO de 4 kmì e sujeita a uma situa‡Æo de amea?a, com um œnico registro de coleta fora de unidade de conserva‡Æo. O bioma da esp‚cie vem sofrendo com atividades  agrosilviculturais e a acelerada expans’o de pastagens, que degradam ainda mais o que restou da vegeta‡Æo nativa e causam o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stenachaenium%20macrocephalum,Pampa (Campos Sulinos)|AtlanticForest
ASTERACEAE,Stenocephalum monticola,(Mart. ex DC.) Sch.Bip.,DD,,Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,A esp‚cie n’o possui dados para anÿlise.,05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stenocephalum%20monticola,Cerrado
ASTERACEAE,Stenopadus aracaensis,Pruski,DD,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,esp‚cie com EOO,04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stenopadus%20aracaensis,Amazonia
ASTERACEAE,Stenopadus talaumifolius,S.F.Blake,DD,,Tainan Messina,Miguel d'Avila de Moraes,"As ÿreas de ocorr?ncia da esp‚cie s’o de dif¡cil acesso, consequentemente, com baixo esfor?o de coleta.  O œltimo registro tem mais de 40 anos e portanto recomenda-se estudos mais aprofundados sobre distribui‡Æo e estado de conserva‡Æo das subpopula?„es.",04/04/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stenopadus%20talaumifolius,Amazonia
ASTERACEAE,Stenophalium almasense,D.J.N.Hind,VU,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com EOO de 2.191,04 Kmì e sujeita a cerca de 10 situa?„es de amea?a. Tem um curto per¡odo de flora‡Æo e frutifica‡Æo (novembro e dezembro), sendo a AOO da esp‚cie assolada por atividades agr¡colas que incluem inc?ndios e extra‡Æo ilegal de madeira, al?m da ocupa‡Æo desordenada da regi’o. Essas a?„es causam o decl¡nio continuado de EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stenophalium%20almasense,Caatinga
ASTERACEAE,Stevia alternifolia,Hieron.,NT,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"A esp‚cie possui uma ÿrea de ocupa‡Æo abaixo de 500 kmì, por?m a respectiva extens’o de ocorr?ncia ? muito maior que o limite de 20.000 kmì, e o nœmero de registros ? baixo e bem esparsados. A ÿrea de ocorr?ncia sofre com atividades agropecuÿrias, silviculturais. Entretanto a esp‚cie parece ser frequente.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20alternifolia,AtlanticForest|Cerrado
ASTERACEAE,Stevia camporum,Baker,LC,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com EOO>20.000 kmì, AOO",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20camporum,AtlanticForest
ASTERACEAE,Stevia catharinensis,Cabrera & Vittet,EN,B2ab(iii),Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com AOO de 16 Kmì e sujeita a cerca de cinco situa?„es de amea?a. Tem distribui‡Æo nos Estados do Paranÿ e Santa Catarina. A regi’o de ocorr?ncia da esp‚cie sofre com queimadas e planta‡Æo de Pinus, que causam o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20catharinensis,AtlanticForest
ASTERACEAE,Stevia hilarii,B.L.Rob.,CR,B2ab(iii),Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com AOO de 4 Kmì e uma situa‡Æo de amea?a. Tem distribui‡Æo somente no Estado de Minas Gerais. Apesar de estar presente em unidade de conserva‡Æo (SNUC), a ÿrea de ocorr?ncia da esp‚cie sofre com  inc?ndios, atividades agropecuÿrias e minera‡Æo, que causam o decl¡nio continuado em  EOO, AOO e qualidade do habitat.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20hilarii,Cerrado
ASTERACEAE,Stevia leptophylla,Sch.Bip. ex Baker,EN,B2ab(iii),Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie n’o endˆmica do Brasil. Em territ½rio nacional sua distribui‡Æo estÿ restrita ao Estado do Paranÿ (AOO=56 kmì) e, possivelmente, de S’o Paulo, sendo encontrada em duas situa?„es de amea?a, de acordo com sua presen?a ou aus?ncia em ÿreas protegidas. A regi’o estÿ sujeita ao decl¡nio cont¡nuo da qualidade do habitat campestre onde a esp‚cie ocorre.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20leptophylla,AtlanticForest
ASTERACEAE,Stevia organensis,Gardner,NT,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,esp‚cie com EOO,05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20organensis,AtlanticForest
ASTERACEAE,Stevia pohliana,Baker,NT,,Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com EOO>20.000 kmì, AOO",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20pohliana,Cerrado|AtlanticForest
ASTERACEAE,Stevia riedelli,Sch.Bip. ex Baker,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Tainan Messina,Miguel d'Avila de Moraes,"esp‚cie com EOO de 539,72 kmì e sujeita a menos de cinco situa?„es de amea?a, tendo somente dois registros de coletas. A Serra da Moeda sofre com queimadas, que causam o decl¡nio continuado em EOO, AOO, qualidade do habitat e do numero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20riedelli,AtlanticForest
ASTERACEAE,Stevia selloi,(Spreng.) B.L.Rob.,VU,"B2ab(i,ii,iii,v)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com ocorr?ncia na Regi’o Sul do Brasil, com distribui‡Æo esparsa. Possui AOO menor que 2.000 kmì e estÿ sujeita a menos de 10 situa?„es de amea?a. No Paranÿ, a vegeta‡Æo dos Campos Gerais sofre com atividades agropecuÿrias, silviculturais e, consequentemente, a invas’o de esp‚cies ex½ticas, que causam o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stevia%20selloi,AtlanticForest
ASTERACEAE,Steyermarkina dispalata,(Gardner) R.M.King & H.Rob.,VU,D2,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com distribui‡Æo restrita (AOO=20 kmì), sujeita a menos de cinco situa?„es de amea?a. No Rio de Janeiro, encontra-se relativamente protegida em unidade de conserva‡Æo (SNUC), mas, em S’o Paulo e no Paranÿ, as ÿreas em que ocorre apresentam-se perturbadas pela extra‡Æo ilegal de madeira, ocupa‡Æo desordenada e minera‡Æo, que causam o decl¡nio continuado na EOO, AOO, qualidade do habitat e do numero de indiv¡duos maduros. Al?m disso, essas amea?as podem levar a esp‚cie a categorias de maior risco em um futuro pr½ximo. Assim, foi avaliada como ""Vulnerÿvel"" (VU).",05/10/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Steyermarkina%20dispalata,AtlanticForest
ASTERACEAE,Stifftia fruticosa,(Vell.) D.J.N.Hind & Semir,VU,B1ab(iii),Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com EOO de 12.436,39 kmì, ocorr?ncia nos Estados do Rio Janeiro e S’o Paulo. Tem registros em unidades de conserva‡Æo (SNUC) e estÿ sujeita a cerca de 10 situa?„es de amea?a. Fora das unidades de conserva‡Æo (SNUC), sofre com extrativismo, ocupa‡Æo irregular e minera‡Æo, que causam o decl¡nio continuado da EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stifftia%20fruticosa,AtlanticForest
ASTERACEAE,Stifftia parviflora,(Leandro) D.Don,DD,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie esparsamente distribuida no Sudeste, com confirma‡Æo de recentes coletas em MG depois de 30 anos sem registros. Novos esfor?os de coletas dever’o ser empreendidos, principalmente, dentro dos limites atuais de distribui‡Æo da esp‚cie.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stifftia%20parviflora,AtlanticForest|Cerrado
ASTERACEAE,Stilpnopappus cearensis,Huber,DD,,Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com distribui‡Æo no Nordeste, necessitando esfor?o de coleta, principalmente, nas lacunas entre o litoral de Natal at? Fortaleza e interior da Para¡ba (Patos). Ocorre em unidades de conserva‡Æo (SNUC).",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stilpnopappus%20cearensis,Caatinga|AtlanticForest
ASTERACEAE,Stilpnopappus semirianus,R.Esteves,EN,"B2ab(i,ii,iii,v)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com AOO de 28 kmì e sujeita a cinco situa?„es de amea?a. Ocorre em unidade de conserva‡Æo (SNUC), mas os locais de ocorr?ncia fora das unidades de conserva‡Æo sofrem com atividades agriculturais, queimadas e ocupa‡Æo irregular, que causam o decl¡nio continuado da EOO, AOO, qualidade de habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stilpnopappus%20semirianus,Caatinga
ASTERACEAE,Stilpnopappus suffruticosus,Gardner,CR,"B2ab(i,ii,iii,v)",Miguel d'Avila de Moraes,Miguel d'Avila de Moraes,"esp‚cie com AOO de 8 kmì e sujeita a uma situa‡Æo de amea?a. Foram realizadas somente duas coletas, em 1839, e o local de ocorr?ncia sofre com atividades agr¡colas e ocupa‡Æo desordenada, que causam o decl¡nio continuado em EOO, AOO, qualidade do habitat e do nœmero de indiv¡duos maduros.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stilpnopappus%20suffruticosus,Caatinga
ASTERACEAE,Stilpnopappus tomentosus,Mart. ex DC.,NT,,Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"A esp‚cie ? bem distribuida na regi’o central da Bahia em campos rupestres. Possui ocorr?ncia em unidades de conserva‡Æo (SNUC), por?m essas ÿreas sofrem com influ?ncia de atividades agriculturais, queimadas, ocupa‡Æo irregular e extra‡Æo de madeira para lenha, podendo colocar a esp‚cie em situa‡Æo de amea?a no futuro.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stilpnopappus%20tomentosus,Caatinga
ASTERACEAE,Stomatanthes dentatus,(Gardner) H.Rob.,LC,,Marcus Alberto Nadruz Coelho,Miguel d'Avila de Moraes,"esp‚cie com distribui‡Æo esparsa nos Estados de MG, TO, MT, SP, GO, PR, DF, MS, mostrando nitidamente falta de coleta nessas ÿreas. Em algumas localidades, a esp‚cie ? considerada frequente.",05/09/2012,http://cncflora.jbrj.gov.br/portal/pt-br/profile/Stomatanthes%20dentatus,Cerrado
