"Redlist_id","TaxonomicNotes.value","classname","family","genus","infraType","infra_authority","infra_name","internal_taxon_id","kingdom","ordername","phylum","species","taxonomicAuthority"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M. 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1227","Plantae","Fabales","Tracheophyta","elegans","A.M.Carvalho"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M. 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1228","Plantae","Fabales","Tracheophyta","ernest-ulei","Hoehne"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M. 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1229","Plantae","Fabales","Tracheophyta","foliolosa","Benth."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M. 1997. Brittonia,49 (1): 100-101. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1230","Plantae","Fabales","Tracheophyta","foliosa","(Benth.) A.M.Carvalho"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M.V. 1997. Brittonia,49 (1): 87-109.|Britton, N.L. 1889. Bull. Torrey Bot. Club,16(12): 324. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1231","Plantae","Fabales","Tracheophyta","frutescens","(Vell.) Britton"
177801077,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M.V. 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1232","Plantae","Fabales","Tracheophyta","glaucescens","(Mart. ex Benth.) Benth."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M.V. 1997. Brittonia,49 (1): 87-109.|Harms, H.A.T. 1928. Repert. Spec. Nov. Regni Veg.,24: 212. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1233","Plantae","Fabales","Tracheophyta","glaziovii","Harms"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M. 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1234","Plantae","Fabales","Tracheophyta","gracilis","Benth."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M. 1997. Brittonia,49 (1): 87-109.|Heringer, E.P. et al. 1987. Revista Brasil. Biol.,47(4): 634. 1987. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1235","Plantae","Fabales","Tracheophyta","hortensis","Heringer, Rizzini & A.Mattos"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M.V. 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1236","Plantae","Fabales","Tracheophyta","miscolobium","Benth."
19891467,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M.V. 1997. Brittonia,49 (1): 87-109.|Linnaeus f., C. 1781. Suppl. Pl.,467. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1237","Plantae","Fabales","Tracheophyta","monetaria","L.f."
32985,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho, A.M.V. 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1238","Plantae","Fabales","Tracheophyta","nigra","(Vell.) Allemão ex Benth."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Carvalho 1997. Brittonia,49 (1): 87-109. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dalbergia",NA,NA,NA,"sp1239","Plantae","Fabales","Tracheophyta","villosa","(Benth.) Benth."
177803496,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fl. bras.,vol.5, part. 1, tab. 28. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1240","Plantae","Malvales","Tracheophyta","brasiliensis","Mart."
177830980,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Bot. Jahrb. Syst. 12(Beibl. 27): 7, 1890. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1241","Plantae","Malvales","Tracheophyta","coriacea","Taub."
149193332,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: J. Arnold Arbor. 44(3): 404, 1963. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1242","Plantae","Malvales","Tracheophyta","fasciculata","(Meisn.) Nevling"
177807569,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fl. bras.,vol.05, part. 1, tab. 28. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1243","Plantae","Malvales","Tracheophyta","martii","Meisn."
177807448,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Notizbl. Bot. Gart. Berlin-Dahlem 12: 724–725, 1935. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1244","Plantae","Malvales","Tracheophyta","pseudosalix","Domke"
160418460,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Abh. Königl. Ges. Wiss. Göttingen 24: 134, 1879. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1245","Plantae","Malvales","Tracheophyta","racemosa","Griseb."
177821490,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Bot. Jahrb. Syst. 12(Beibl. 27): 6–7, 1890. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1246","Plantae","Malvales","Tracheophyta","schwackeana","Taub."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Bot. Jahrb. Syst. 12(Beibl. 27): 7–8, 1890. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1247","Plantae","Malvales","Tracheophyta","sellowiana","Taub."
177803417,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Vidensk. Meddel. Dansk Naturhist. Foren. Kjøbenhavn 1871: 318–320, 1871. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Thymelaeaceae","Daphnopsis",NA,NA,NA,"sp1248","Plantae","Malvales","Tracheophyta","utilis","Warm."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: R.M. King & H. Rob. 1972. Phytologia,24:191. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbusto, ereto ou escandente. Ramos basais fistulosos, glabros, ramos superiores estriados, pubescentes. Folhas opostas, membranáceas, pecioladas, lâmina ovada ou largo ovada, ápice agudo, margem inteira ou crenado-dentada, base cuneada, face adaxial glabra, face abaxial pubescente, glanduloso-pontuada, acrodroma suprabasal. Capitulescência paniculiforme, eixos corimbiformes. Capítulos discóides, pedunculados. Invólucro campanulado, 3-seriado, brácteas involucrais 2-23, desiguais, dorso pubescentes, glanduloso-pontuado, externas oblongo-lanceoladas, ápice agudo, internas lanceoladas, ápice agudo. Flores 25-35, alvas, corola glanduloso estipitada, lobos pilosos. Cipsela prismática, 5-costada, glabra, carpopódio anuliforme, leve procurrente. Pápus cerdoso, alvo ou palhete.","Magnoliopsida","Asteraceae","Dasycondylus",NA,NA,NA,"sp1249","Plantae","Asterales","Tracheophyta","resinosus","(Spreng.) R.M.King & H.Rob."
189171806,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cabrera, A.L. 1959. Revista Mus. La Plata, Secc. Bot.,9(38): 72. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Dasyphyllum",NA,NA,NA,"sp1250","Plantae","Asterales","Tracheophyta","brasiliense","(Spreng.) Cabrera"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cabrera, A.L. 1959. Revista Mus. La Plata, Secc. Bot.,9(38): 60. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Dasyphyllum",NA,NA,NA,"sp1251","Plantae","Asterales","Tracheophyta","flagellare","(Casar.) Cabrera"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cabrera, A.L. 1959. Revista Mus. La Plata, Secc. Bot.,9(38): 65. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Dasyphyllum",NA,NA,NA,"sp1252","Plantae","Asterales","Tracheophyta","lanceolatum","(Less.) Cabrera"
149205061,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cabrera, A.L. 1959. Revista Mus. La Plata, Secc. Bot.,9(38): 57. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Dasyphyllum",NA,NA,NA,"sp1253","Plantae","Asterales","Tracheophyta","spinescens","(Less.) Cabrera"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Fl. Bras. Merid. (quarto ed.) 1(1): 17, 1825 [1824]. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Dilleniaceae","Davilla",NA,NA,NA,"sp1254","Plantae","Dilleniales","Tracheophyta","elliptica","A.St.-Hil."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Ann. Sci. Nat., Bot., sér. 2, 17: 131, 1842. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Dilleniaceae","Davilla",NA,NA,NA,"sp1255","Plantae","Dilleniales","Tracheophyta","grandiflora","A.St.-Hil. & Tul."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Mitt. Bot. Staatssamml. München 9: 95–99, 1971. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Dilleniaceae","Davilla",NA,NA,NA,"sp1256","Plantae","Dilleniales","Tracheophyta","nitida","(Vahl) Kubitzki"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Tozzi, A.M.G.A. 1989.|Camargo, R.A. & Tozzi, A.M.G.A. [no date]. Brittonia,66(1): 12–32. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Deguelia",NA,NA,NA,"sp1257","Plantae","Fabales","Tracheophyta","costata","(Benth.) A.M.G.Azevedo & R.A.Camargo"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Tozzi, A.M.G.A. 1994. Revta brasil. Bot.,17(1): 45-52. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: &nbsp;A.M.G. Azevedo &amp; R.A. Camargo, que possui distribuição restrita ao domínio amazônico, distinguindo-se pelos folíolos abaxialmente seríceos, com tricomas castanho-claros e adensados principalmente sobre a nervura principal, além das flores com alas estreito-elípticas, levemente falcadas e dos frutos geralmente amarelados quando maduros.","Magnoliopsida","Fabaceae","Deguelia",NA,NA,NA,"sp1258","Plantae","Fabales","Tracheophyta","hatschbachii","A.M.G.Azevedo"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Camargo, R.A. & Tozzi, A.M.G.A. 2014. Brittonia,66(1): 12-32. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: &nbsp;A.M.G. Azevedo, que possui distribuição restrita ao domínio da mata atlântica, distinguindo-se pelos folíolos abaxialmente tomentosos, com tricomas avermelhados e adensados sobre as nervuras principal e secundárias, além das flores com alas oblanceoladas a oblongas, levemente falcadas e dos frutos geralmente castanho-escuros quando maduros.","Magnoliopsida","Fabaceae","Deguelia",NA,NA,NA,"sp1259","Plantae","Fabales","Tracheophyta","spruceana","(Benth.) A.M.G.Azevedo & R.A.Camargo"
163489596,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 57(3): 241, f. 1, 2005. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1260","Plantae","Apiales","Tracheophyta","amorimii","Fiaschi"
149205002,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fiaschi, P. 2006. Candollea,61: 458. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1261","Plantae","Apiales","Tracheophyta","australis","Fiaschi & Jung-Mend."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 57(3): 243–245, f. 2, 2005. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1262","Plantae","Apiales","Tracheophyta","bahiensis","Fiaschi"
177819415,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: World Checkl. Bibliogr. Araliaceae 127, 2003 [2004]. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1263","Plantae","Apiales","Tracheophyta","brasiliensis","(Seem.) Frodin"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Novon 16(4): 480–482, f. 1, 2006. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1264","Plantae","Apiales","Tracheophyta","caudatus","Fiaschi"
61985058,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Rev. Hort. (Paris) 16: 107, 1854. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1265","Plantae","Apiales","Tracheophyta","cuneatus","(DC.) Decne. & Planch."
177819297,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Candollea 61(2): 460(–461;fig. 2), 2006. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1266","Plantae","Apiales","Tracheophyta","denticulatus","Fiaschi"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 57(3): 245–247, f. 3, 2005. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1267","Plantae","Apiales","Tracheophyta","geniculatus","Fiaschi"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: World Checkl. Bibliogr. Araliaceae 130, 2003 [2004]. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1268","Plantae","Apiales","Tracheophyta","heterophyllus","(Marchal) Frodin"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: World Checkl. Bibliogr. Araliaceae 131, 2003 [2004]. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1269","Plantae","Apiales","Tracheophyta","langsdorfii","(Marchal) Frodin"
149204943,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: NA, NA. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1270","Plantae","Apiales","Tracheophyta","monogynus","(Vell.) Seem."
177831416,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Candollea 61(2): 461–462, f. 3, 2006. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1271","Plantae","Apiales","Tracheophyta","nebulosus","Fiaschi & Jung-Mend."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Marchal, E. 1878. Flora Brasilensis,11(1)/248.|Seemann, B.C. 1864. J. Bot.,2/302. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Dendropanax",NA,NA,NA,"sp1272","Plantae","Apiales","Tracheophyta","trilobus","(Gardner) Seem."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Hind, D.J.N. 1993. Kew Bull.,48(2): 279-295. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Dendrophorbium",NA,NA,NA,"sp1273","Plantae","Asterales","Tracheophyta","glaziovii","(Baker) C.Jeffrey"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Hind, D.J.N. 1993. Kew Bull.,48(2): 279-295. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Asteraceae","Dendrophorbium",NA,NA,NA,"sp1274","Plantae","Asterales","Tracheophyta","pluricephalum","(Cabrera) C.Jeffrey"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Henderson, A. 1995. Field Guide Palms Amer.,352p.|C.P.F. von Martius 1824. Hist. Nat. Palm.,2: 87.|Drude, O. [no date]. Fl. bras.,vol. 3, part. 2, tab. 71. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Arecaceae","Desmoncus",NA,NA,NA,"sp1275","Plantae","Arecales","Tracheophyta","orthacanthos","Mart."
62023187,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Sandwith, N.Y. 1939. Lloydia: A Quarterly Journal of Biological Science,2: p 184.|Aublet, J. B. C. F. 1775. Histoire des plantes de la Guiane Françoise.,Tome 1: p 16.|Linnaeus, C. V. 1767. Systema Naturae.,12 ed. p 56.|Bentham, G. 1870. Fl. bras.,vol 15, part.2, tab.47. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores &nbsp;com até 50 metros de altura; tronco cilíndrico com até 90 cm de diâmetro; raízes tabulares ou não, sapopemas com até 2 metros de altura; casca rica em lenticelas, lisa a rugosa a levemente fissurada, castanha, acinzentada ou avermelhada; cerne castanho; alburno creme a amarelo; exsudato vermelho ou rosa, translúcido, pegajoso; ramos cilíndricos, glabros.&nbsp; &nbsp;lanceoladas, 1 – 4 mm, glabras, persistentes.&nbsp; &nbsp;compostas, alternas, imparipinadas, com (4 – )5 – 7( – 8 – 13) folíolos, quase sempre alternos; pecíolos cilíndricos, 0.9 – 2.2 cm × 1 – 3 mm; raque cilíndrica, 2.9 – 12.9 × 1 – 3 mm, glabra; peciólulos cilíndricos, 1.8 – 6 × 1 – 3 mm, glabros ou com leve pilosidade imperceptível a olho nu; lâminas dos folíolos cartáceas, lanceoladas a elípticas, 1.6 – 14 × 1.1 – 7.5 cm, base cuneada a obtusa, ápice acuminado a agudo, glabras ou com leve pilosidade imperceptível a olho nu, nervuras levemente proeminentes adaxialmente, bastante proeminentes abaxialmente; acúmen arredondado apicalmente, 0.2 – 2.1 cm.&nbsp; Inflorescências &nbsp;tirsóides, pardacentas, apicais ou axilares, retas ou curvas, com várias dezenas a centenas de flores, tendo os ramos terminais da inflorescência de 1 – 3 flores dispostas de forma laxa; eixos principais das inflorescências cilíndricos, 8.5 – 24 cm × 1 – 4 mm, pubescentes; pedicelos cilíndricos, 1.4 – 7.8 × 1 mm, pubescentes.&nbsp; &nbsp;2, 1.5 × 0.5 mm, inseridas na base do botão floral, pubescentes, senescentes.&nbsp; &nbsp;zigomorfo; 2 estames; filetes cilíndricos, 0.3 – 2 mm no botão, glabros a levemente pubescentes; anteras amarelas, geralmente alongadas, 0.8 – 2 mm × 0.4 – 1 mm, glabras a levemente pubescentes. monocarpelar; ovário elíptico, roxo, 1.1 – 2.6 × 0.8 – 2.1 mm, pubescente, séssil a estipitado, estipe 0 – 0.5 mm, presentes e ausentes em flores de um mesmo indivíduo; ovário com 1 – 2 óvulos; estilete apical, cilíndrico, 0.3 – 4 mm no botão, levemente pubescente; estigma papilado, branco.&nbsp; &nbsp;indeiscentes do tipo camara, vináceos a marrons, 1.5 – 2.9 × 1 – 2.3 cm, lisos, glabros ou com leve pilosidade imperceptível a olho nu, esféricos a elípticos; 1 – 2 sementes por fruto, elíptica a esférica a irregular, negra a marrom, 6 – 10 × 5 – 9 mm; endocarpo polposo, 1.3 – 2.3 × 1 – 1.7 cm, cobrindo toda a semente.&nbsp;.","Magnoliopsida","Fabaceae","Dialium",NA,NA,NA,"sp1276","Plantae","Fabales","Tracheophyta","guianense","(Aubl.) Sandwith"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Radlkofer, L.A.T. 1878. Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,8: 285. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Sapindaceae","Diatenopteryx",NA,NA,NA,"sp1277","Plantae","Sapindales","Tracheophyta","sorbifolia","Radlk."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fl. bras.,vol.01 part 2 tab. 70:P01P2N0070;vol.01 part 2 tab. 20. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Polypodiopsida","Dicksoniaceae","Dicksonia",NA,NA,NA,"sp1278","Plantae","Cyatheales","Tracheophyta","sellowiana","Hook."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Nov. Gen. Sp. Pl. 141, t. 196, 1827. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Polygalaceae","Diclidanthera",NA,NA,NA,"sp1279","Plantae","Fabales","Tracheophyta","laurifolia","Mart."
